# source: Wikidata (P1843 taxon common name, then item label/alias); matched by P225 scientific name
# langs: en   retrieved: 2026-08-18
organism_id	scientific_name	wikidata_qid	wikidata_common_name	source_field	all_p1843
Plant_Phalhinhaea_cernua	Phalhinhaea cernua				
Plant_Phaseolus	Phaseolus	Q310438	bean	P1843	bean
Plant_Phaseolus_atropurpureum	Phaseolus atropurpureum				
Organism_20561	Phaseolus augustii	Q21309738	Phaseolus augusti	label	
Organism_26283	Phebalium argenteum	Q6991012	Nematolepis squamea	label	
Organism_30122	Phebalium distans	Q18076871	Mt. Berryman Phebalium	alias	
Plant_Phebalum_ralstonii	Phebalum ralstonii				
Organism_16970	Phegopteris polypodioides	Q17186922			
Plant_Phelinus_sp.	Phelinus sp.				
Organism_46428	Phellodendron chinense var. glabriusculum	Q18382152	Phellodendron chinense glabriusculum	alias	
Plant_Pherethima_aspergillum	Pherethima aspergillum				
Plant_Pheum_palmatum	Pheum palmatum				
Plant_Philenoptera_laxiflora	Philenoptera laxiflora	Q50856908			
Organism_24902	Phillyrea media	Q21087340			
Plant_Philodendron_angustisectum	Philodendron angustisectum	Q15312885			
Plant_Philotheca_buxifolia	Philotheca buxifolia	Q7186288	Philotheca buxifolius	alias	
Plant_Philotheca_hispidula	Philotheca hispidula	Q18075566			
Plant_Philyrea_spp.	Philyrea spp.				
Plant_Phizobium	Phizobium				
Plant_Phlebalium_nudum	Phlebalium nudum				
Plant_Phlegmariurus_acifolius	Phlegmariurus acifolius	Q17137689			
Plant_Phlegmariurus_intermedius	Phlegmariurus intermedius	Q80700538			
Plant_Phlojodicarpus_spp.	Phlojodicarpus spp.				
Plant_Phlomis_cancellata	Phlomis cancellata	Q15350498			
Plant_Phlomis_muscicola	Phlomis muscicola				
Plant_Phomu_sp.	Phomu sp.				
Organism_57076	Phoradendron brachystachyum	Q15383347			
Plant_Phylica_fengeriana	Phylica fengeriana				
Plant_Phylica_pubescens	Phylica pubescens	Q17245290	featherhead	P1843	featherhead
Plant_Phyllanthron_comorense	Phyllanthron comorense				
Plant_Phyllanthus_multilocularis	Phyllanthus multilocularis	Q111012681			
Plant_Phyllanthus_niruroides	Phyllanthus niruroides	Q15454196			
Organism_14844	Phyllarthron madagascariensis				
Plant_Phyllobotryon_spathulatum	Phyllobotryon spathulatum	Q50983468			
Plant_Phyllocactus_hybridus	Phyllocactus hybridus				
Plant_Physalis_alkekeng	Physalis alkekeng	Q11077689	Physalis alkekengi var. franchetii	label	
Plant_Physematium_plummerae	Physematium plummerae	Q106908818			
Plant_Physochliana_alaica	Physochliana alaica				
Plant_Phytolocca_esculenta	Phytolocca esculenta				
Plant_Picrorrhiza_scrophulariaeflora	Picrorrhiza scrophulariaeflora				
Plant_Pieris_sp.	Pieris sp.	Q997547	Pieris	label	
Organism_11250	Pieris taiwanensis	Q10915160			
Plant_Pierriera_madagascariensis	Pierriera madagascariensis				
Plant_Pilocarpus_affinis_pauciflorus	Pilocarpus affinis pauciflorus				
Organism_19934	Pilocereus chrysacanthus	Q14955157			
Plant_Pilocereus_guerroronis	Pilocereus guerroronis				
Organism_18132	Pilocereus sargentianus				
Organism_7580	Pilosocereus tweedyanus	Q15318685			
Plant_Pilotrichella_cuspidata	Pilotrichella cuspidata				
Plant_Pimelea_spp.	Pimelea spp.				
Organism_19544	Pimenta officinalis	Q50851095			
Plant_Pimenta_pseudocaryophyllus	Pimenta pseudocaryophyllus	Q15377161			
Organism_22570	Pimpinella thellungiana	Q4080646			
Plant_Pine_Processionary	Pine Processionary	Q261025	Thaumetopoea pityocampa	alias	
Plant_Pinus_ellotii	Pinus ellotii				
Organism_20727	Pinus khasya	Q85196808			
Plant_Pinus_maritime	Pinus maritime				
Organism_10468	Pinus sativa	Q106094	Stone Pine	P1843	Stone Pine; Umbrella Pine
Plant_Piper_aff._pedicellatum	Piper aff. pedicellatum				
Organism_55093	Piper bavinum	Q15228230			
Plant_Piper_boehimerfolium	Piper boehimerfolium				
Plant_Piper_boehmerifolium	Piper boehmerifolium				
Plant_Piper_bowiei	Piper bowiei	Q18119980			
Plant_Piper_caldense	Piper caldense	Q15597557			
Plant_Piper_chamaejasme	Piper chamaejasme				
Plant_Piper_dactylostigmum	Piper dactylostigmum	Q18036369			
Plant_Piper_holtonii	Piper holtonii	Q15600560			
Plant_Piper_lamarckianum	Piper lamarckianum	Q106908927			
Plant_Piper_lihotzkyanum	Piper lihotzkyanum				
Plant_Piper_mikanianum	Piper mikanianum	Q15604279			
Plant_Piper_nove	Piper nove	Q18036756	Piper noveninervium	label	
Plant_Piper_puberullum	Piper puberullum				
Plant_Piper_rectrofractum	Piper rectrofractum				
Plant_Piper_ribesoides	Piper ribesoides				
Plant_Piper_sulvaticum	Piper sulvaticum				
Plant_Piper_trichostachya	Piper trichostachya				
Plant_Pipotrix_areolare	Pipotrix areolare				
Organism_12085	Piptadenia moniliformis	Q15539985			
Plant_Piptadenia_retusa	Piptadenia retusa				
Plant_Piptostigma_glabrescens	Piptostigma glabrescens				
Organism_57229	Piptothrix pubens				
Organism_56502	Piptothrix sinaloae	Q109723952			
Plant_Piquiera_trinerva	Piquiera trinerva				
Plant_Pirola_sp.	Pirola sp.				
Organism_57136	Piscidia communis	Q15541836			
Plant_Pitaria_punctata	Pitaria punctata				
Plant_Pitcairnia_rubiflora	Pitcairnia rubiflora				
Organism_23979	Pitcairnia tabuliformis	Q7198794			
Plant_Pithecellobium_sp.	Pithecellobium sp.				
Plant_Pithecollobium_bubalinum	Pithecollobium bubalinum				
Plant_Pithecolobium_saman	Pithecolobium saman				
Organism_55997	Pittosporum floribundum	Q87583514			
Plant_Pittosporum_nilghrense	Pittosporum nilghrense				
Plant_Pittosporum_phylliraeoides	Pittosporum phylliraeoides				
Organism_14853	Pituranthos tortuosus	Q17140831			
Plant_Pityrocarpa_moniliformis	Pityrocarpa moniliformis	Q15540381			
Plant_Pityrogramma_spp.	Pityrogramma spp.				
Plant_Plagiobryum	Plagiobryum	Q17283174	plagiobryum moss	P1843	plagiobryum moss
Organism_25609	Plagiochila acanthocaulis	Q127376421			
Plant_Plagiochila_banksiana	Plagiochila banksiana	Q17262539			
Plant_Plagiochila_chacabucensis	Plagiochila chacabucensis	Q133625611			
Plant_Plagiochila_heterophylla	Plagiochila heterophylla	Q17269962			
Plant_Plagiochila_killarniensis	Plagiochila killarniensis	Q17269933			
Plant_Plagiochila_peculiaris	Plagiochila peculiaris	Q17267739			
Plant_Plagiochila_siophila	Plagiochila siophila				
Plant_Plagiochila_squamulosa	Plagiochila squamulosa	Q17268392			
Plant_Plagiochilla_disticha_Lindenb.	Plagiochilla_disticha_Lindenb.				
Plant_Plagiogyria_adnata	Plagiogyria adnata	Q15247131			
Plant_Plagiogyria_stenoptera	Plagiogyria stenoptera	Q15245262			
Organism_57569	Plagiomnium succulentum	Q10937892			
Plant_Planchonella_thyrsoides	Planchonella thyrsoides				
Plant_Planchonella_thysoidea_C.T.White	Planchonella thysoidea C.T.White				
Plant_Plantitenia_absinthifolia	Plantitenia absinthifolia				
Organism_18701	Platanus spp.				
Plant_Plathymenia_foliolosa	Plathymenia foliolosa	Q9060545			
Plant_Platostoma_hispidum	Platostoma hispidum	Q15352069	Acrocephalus indicus	alias	
Plant_Platycarya_sp.	Platycarya sp.				
Plant_Platycelphium_voense	Platycelphium voense				
Organism_54442	Platychaete aucheri	Q109689773			
Organism_17713	Plectranthus trichocarpus	Q39078500			
Organism_15044	Plectrelminthus caudatus	Q15486935			
Plant_Pleiocarpa_picnantha_var.tubicina	Pleiocarpa picnantha var.tubicina				
Plant_Pleiotaxis_spp.	Pleiotaxis spp.				
Plant_Pleocarpus_revolutens	Pleocarpus revolutens				
Plant_Pleopeltis_angusta	Pleopeltis angusta	Q15321559			
Plant_Pleopeltis_montingena	Pleopeltis montingena				
Plant_Pletasites_laevigatus	Pletasites laevigatus				
Plant_Pleuropterus_cilinervis	Pleuropterus cilinervis				
Plant_Pleuropterus_cillinervis	Pleuropterus cillinervis				
Organism_25112	Pleurostima pabstiana				
Plant_Pleurostyla_africana	Pleurostyla africana				
Organism_22403	Pleurozia conchifolia	Q15313743			
Plant_Pleurozia_sp.	Pleurozia sp.				
Plant_Pleurozia_spp.	Pleurozia spp.				
Organism_25946	Pluchea quitoc	Q109729360			
Organism_12481	Plumeria multiflora	Q109577907			
Plant_Plumeria_sp.	Plumeria sp.				
Organism_56977	Poaceae spp.				
Plant_Podanthus	Podanthus	Q2878040			
Plant_Podocarpus_ferrugineu	Podocarpus ferrugineu	Q14947651	Podocarpus ferrugineus	label	
Organism_19373	Podocarpus fleuryi	Q15232481			
Plant_Podocarpus_lamberti	Podocarpus lamberti	Q3281599	Podocarpus lambertii	label	
Organism_53217	Podocarpus macrophyllus var. maki	Q15952150	yew plum pine	P1843	yew plum pine
Plant_Podocarpus_odocarpus	Podocarpus odocarpus				
Plant_Podocarpus_taxifolia	Podocarpus taxifolia				
Organism_57719	Podocarpus ustus	Q14947704	Parasitaxus usta	alias	
Plant_Podolepis_lessonii	Podolepis lessonii	Q15595786			
Organism_24103	Poecilanthe falcata	Q15542317			
Organism_19993	Poecilanthe grandiflora	Q50858485			
Organism_24104	Poecilanthe itapuana	Q55936162			
Plant_Pogonopus_tubuklosus	Pogonopus tubuklosus				
Organism_57110	Pogostemon hirsutus	Q15353598			
Organism_25569	Pogostemon plectranthoides	Q21303147			
Organism_23810	Pogostemon purpurascens	Q15353683			
Organism_55345	Pogostemon travancoricus	Q15353936			
Plant_Poissonia_heterantha	Poissonia heterantha	Q15542377			
Plant_Poissonia_hypoleuca	Poissonia hypoleuca	Q56145839			
Plant_Poissonia_orbicularis	Poissonia orbicularis	Q105000548			
Plant_Poissonia_weberbaueri	Poissonia weberbaueri	Q15542478			
Plant_Polaskia_chende	Polaskia chende	Q1653594			
Plant_Polyalthia_johnsonii	Polyalthia johnsonii	Q42710233			
Organism_6300	Polyalthia oligosperma Danguy Diels				
Plant_Polyalthia_sp.	Polyalthia sp.				
Plant_Polygala_alpestris	Polygala alpestris	Q160345			
Plant_Polygala_arvensis	Polygala arvensis	Q10960285			
Plant_Polygala_emodi	Polygala emodi				
Plant_Polygala_gracilenta	Polygala gracilenta	Q17469490			
Plant_Polygala_paena	Polygala paena				
Plant_Polygala_paenea	Polygala paenea				
Plant_Polygala_peltatum	Polygala peltatum				
Plant_Polygaloides_vayredae	Polygaloides vayredae	Q17468665			
Organism_25146	Polygonatum altelobatum	Q15501821			
Plant_Polygonum	Polygonum	Q271400	knotweed	P1843	knotweed
Plant_Polygonum_coriarium	Polygonum coriarium	Q15236057			
Organism_17580	Polygonum filiforme	Q63440002			
Organism_11398	Polygonum panjutinii	Q15597582			
Organism_2485	Polypodium juglandifolium				
Plant_Polypodium_ursipes	Polypodium ursipes	Q15327061			
Plant_Polyscia_fulva	Polyscia fulva				
Plant_Polyspora_dassanayakei	Polyspora dassanayakei	Q17250225			
Plant_Polystichum_longipaleatum	Polystichum longipaleatum	Q15239824			
Organism_57194	Polystichum spinulosum				
Plant_Pondranea_ricasoliana	Pondranea ricasoliana				
Plant_Pongamia_sp.	Pongamia sp.				
Plant_Popowia_cauliflor	Popowia cauliflor				
Plant_Populus_bejingensis	Populus bejingensis				
Organism_26664	Populus sargentii	Q21301528			
Organism_25953	Poraqueiba paraensis	Q18083604			
Plant_Porella_recurva	Porella recurva	Q15314211			
Organism_10911	Portulaca sp. cv Jewel				
Plant_Possible_product_of_ozonolysis	Possible product of ozonolysis				
Organism_24883	Postegmon patchouli				
Plant_Potential_nutraceutical	Potential nutraceutical				
Organism_15914	Potentilla atrosanguinea	Q6083575	Ruby Cinquefoil	P1843	Ruby Cinquefoil; ruby cinquefoil
Plant_Poterium_ancistroides	Poterium ancistroides	Q87642922			
Organism_35423	Pothomorphe umbellata	Q7234917			
Organism_23719	Poupartia fordii	Q49436023			
Plant_Pouteria	Pouteria	Q2161497	pouteria	P1843	pouteria
Organism_20792	Prangos alata	Q17134068			
Organism_20380	Prangos biebersteinii	Q17133880			
Organism_12086	Prasinoderma coloniale	Q69728078			
Plant_Premna_barbata	Premna barbata	Q13461794			
Plant_Premna_spp.	Premna spp.				
Plant_Presliophytum_malesherbioides	Presliophytum malesherbioides	Q42710421			
Plant_Pricramnia_P._Antidesma	Pricramnia P. Antidesma				
Plant_Priestleya_spp.	Priestleya spp.				
Organism_12061	Priestleya tomentosa	Q15542581			
Plant_Priestleya_umbellifera	Priestleya umbellifera	Q15542714			
Organism_22767	Primula algida	Q10954984			
Plant_Primula_cashmiriana	Primula cashmiriana				
Organism_22373	Primula decora				
Organism_32260	Primula glutinosa Jacq.				
Organism_53031	Primula imperialis				
Organism_24609	Primula kewensis				
Organism_32264	Primula latifolia Lapeyr.				
Organism_22974	Primula rubra				
Organism_13220	Primula waltonii	Q15248215			
Organism_23197	Prionostemma aspera	Q15613382			
Plant_Proiphys_sp.	Proiphys sp.				
Organism_17488	Prosopis affinis	Q3809654			
Plant_Prosopis_denudans	Prosopis denudans	Q6088039			
Organism_25710	Prosopis humilis	Q3867300			
Organism_25712	Prosopis ruizlealii	Q15542611			
Plant_Protinium_brasilliensis	Protinium brasilliensis				
Plant_Protium_tenuifolium	Protium tenuifolium	Q15544765			
Plant_Protium_subserratum	Protium_subserratum	Q15546091	Protium subserratum	label	
Organism_57175	Protorhus thouvenotii	Q38422002			
Plant_Prototheca_zopfii	Prototheca zopfii	Q2113774			
Organism_19737	Protowoodsia manchuriensis	Q15249957			
Plant_Prunus_armygdalus	Prunus armygdalus				
Organism_12593	Prunus donarium	Q55630718			
Plant_Prunus_serrata	Prunus serrata				
Organism_21849	Prunus spinulosa	Q17235242			
Organism_17338	Prunus sylvestris				
Plant_Psephellus_integrifolius	Psephellus integrifolius	Q15601374			
Plant_Pseudarrhenatherum_longifolium	Pseudarrhenatherum longifolium	Q2874459			
Organism_24228	Pseudeminia comosa	Q15543067			
Organism_25277	Pseuderucaria clavata	Q15548412			
Plant_Pseudoaxinyssa_sp.	Pseudoaxinyssa sp.				
Plant_Pseudobaccharis_spartioides	Pseudobaccharis spartioides	Q109623264			
Plant_Pseudocaryophyllus_guili	Pseudocaryophyllus guili	Q2711440	Amomyrtella guilii	label	
Plant_Pseudoconidiaphora_coerulescens	Pseudoconidiaphora coerulescens				
Organism_24229	Pseudoeriosema borianii	Q15542092			
Organism_57142	Pseudognaphalium adnatum	Q24851396			
Plant_Pseudognaphalium_dysodes	Pseudognaphalium dysodes	Q91463275			
Plant_Pseudognaphalium_heterotrichium	Pseudognaphalium heterotrichium				
Plant_Pseudognaphalium_vira_vira	Pseudognaphalium vira vira	Q15601151	Pseudognaphalium vira-vira	label	
Organism_56720	Pseudolmedia laevigata	Q15479986			
Plant_Pseudolmedia_laevis	Pseudolmedia laevis	Q15427721			
Plant_Pseudomuriella_aurantiaca	Pseudomuriella aurantiaca	Q69666355			
Organism_16624	Pseudopiptadenia leptostachya	Q15543432			
Plant_Pseudostiffita_kingii	Pseudostiffita kingii				
Organism_24230	Pseudovigna argentea	Q15542489			
Plant_Pseudozuga_sp.	Pseudozuga sp.				
Plant_Pseuduvaria_froggattii	Pseuduvaria froggattii	Q15365556			
Plant_Pseuduvaria_hylandii	Pseuduvaria hylandii	Q17135143			
Organism_30391	Pseuduvaria mulgraveana var. glabrescens	Q66120927			
Plant_Pseuduvaria_villosa	Pseuduvaria villosa	Q17135486			
Plant_Psilotrichum_ferrugineum	Psilotrichum ferrugineum	Q11105791			
Plant_Psoralea	Psoralea	Q2589982			
Organism_26917	Psoralea onobrychis	Q15543670			
Plant_Psoralea_subacaulis	Psoralea subacaulis	Q39166976			
Plant_Psoraleacorylifolia	Psoraleacorylifolia				
Plant_Psorallea_corylifolia	Psorallea corylifolia				
Plant_Psorallea_drupacea	Psorallea drupacea				
Plant_Psorospermum_spp.	Psorospermum spp.				
Organism_29915	Psychotria	Q904250	wild coffee	P1843	wild coffee
Organism_15571	Psychotria beccarioides				
Plant_Psychotria_beccaroides	Psychotria beccaroides				
Plant_Psychotria_dichroa	Psychotria dichroa	Q15493463			
Plant_Psychotria_horizontalis	Psychotria horizontalis	Q15495817			
Organism_57242	Psychotria longipes				
Plant_Psychotria_manillensis	Psychotria manillensis	Q15247144			
Plant_Psychotria_montana	Psychotria montana	Q15498854			
Organism_26764	Psychotria sp.				
Organism_23050	Psychotria umbellata	Q15432569			
Plant_Psychotria_vellosiana	Psychotria vellosiana	Q15433018			
Plant_Psychotria_yunnanensis	Psychotria yunnanensis	Q10880739			
Plant_Ptelea_spp.	Ptelea spp.				
Plant_Pteridium_sp.	Pteridium sp.				
Plant_Pteris_angustata	Pteris angustata	Q15333992			
Plant_Pteris_aquilinum	Pteris aquilinum				
Plant_Pteris_grevilleana	Pteris grevilleana	Q11105383			
Plant_Pteris_preussii	Pteris preussii	Q17117242			
Plant_Pteris_propinqua	Pteris propinqua				
Plant_Pteris_splendens	Pteris splendens				
Plant_Pteris_spp.	Pteris spp.				
Plant_Pteris_wallichinan	Pteris wallichinan				
Plant_Pterocarpus_luscens	Pterocarpus luscens				
Organism_25154	Pterocarpus tinctorius	Q15525200			
Plant_Pteronia_ciliata	Pteronia ciliata	Q15602895			
Plant_Pteronia_glabrata	Pteronia glabrata	Q15603101			
Plant_Pteroselinum_austriacum	Pteroselinum austriacum	Q17135437			
Organism_6242	Pterozonium brevifrons	Q15575280			
Organism_13968	Ptilanthelium deustum	Q55942177			
Plant_Ptilostemon_diacantha	Ptilostemon diacantha	Q15599914			
Organism_19189	Ptilostemon diacanthus				
Plant_Ptychotis_ajowan	Ptychotis ajowan	Q110306973			
Plant_Pueraia_thunbergiana	Pueraia thunbergiana				
Organism_25184	Pueraria calycina	Q11177767			
Organism_25187	Pueraria omeiensis	Q135995470			
Plant_Pulicaria	Pulicaria	Q671075	false fleabane	P1843	false fleabane
Plant_Pulicaria_inuloides	Pulicaria inuloides	Q15600065			
Plant_Pulicaria_jaubertii	Pulicaria jaubertii	Q15600347			
Organism_20347	Pulicaria parthenium				
Plant_Pulicaria_sp.	Pulicaria sp.				
Plant_Pulicaria_spp.	Pulicaria spp.				
Organism_55335	Pulicaria stephanocarpa	Q5411729			
Organism_49979	Pulmonaria mollissima	Q15225825			
Plant_Pulmonaria_sp.	Pulmonaria sp.				
Plant_Pulsatilla_ambigua	Pulsatilla ambigua	Q15248373			
Plant_Pulvis_cornu_cervi	Pulvis cornu cervi				
Plant_Punicagranatum	Punicagranatum				
Plant_Puraia_thunbergiana	Puraia thunbergiana				
Plant_Puta_graveolens	Puta graveolens				
Organism_57184	Pycnanthus kombo	Q50847983			
Plant_Pycnocycla_tomentosa	Pycnocycla tomentosa	Q17135959			
Plant_Pyrethrum_sp	Pyrethrum sp	Q109667997	Pyrethrum spilanthus	label	
Organism_38170	Pyrola	Q157528	Wintergreen	P1843	Wintergreen
Organism_17274	Pyrola atropurpurea	Q15247211			
Organism_15074	Pyrola incarnata	Q15238892			
Organism_56373	Pyrola nephrophylla	Q15388164			
Organism_25429	Pyrola rugosa	Q15239728			
Plant_Pyrola_sp.	Pyrola sp.				
Plant_Pyrostria_major	Pyrostria major	Q15435626			
Organism_26975	Pyrrosia drakeana	Q11128743			
Organism_26976	Pyrrosia gralla	Q15239967			
Plant_Pyrrosia_prinoides	Pyrrosia prinoides				
Plant_Pyrrosia_shearei	Pyrrosia shearei				
Plant_Pyrus_vestita	Pyrus vestita	Q87645595			
Organism_22017	Quassia indica	Q984120			
Plant_Quassia_kerstingii	Quassia kerstingii				
Plant_Quassia_sp.	Quassia sp.	Q7269545	Quassia sp. ʽMount Nardi’	label	
Plant_Quercus	Quercus	Q12004	oak	P1843	oak
Organism_19241	Quercus calliprinos	Q2666806	Palestine oak	alias	
Organism_19257	Quercus mexicana	Q15339699			
Plant_Quercus_microphylla	Quercus microphylla	Q15339925			
Plant_Quercus_pedunculanta	Quercus pedunculanta				
Organism_25364	Quercus tinctoria				
Plant_Quisqualis_fructus	Quisqualis fructus				
Plant_Quisqualis_papinae	Quisqualis papinae				
Organism_20787	Rabdosia amethystoides	Q110072467			
Organism_48240	Rabdosia coetsa	Q15246506			
Plant_Rabdosia_microphylla	Rabdosia microphylla				
Organism_57391	Rabdosia umbrosa	Q110072595			
Organism_23706	Radula appressa	Q15314299			
Organism_26493	Rafnia perfoliata	Q15532488			
Organism_56898	Ranunculus glaber	Q4117731	sagebrush buttercup	P1843	sagebrush buttercup; Sagebrush Buttercup; elliptical buttercup; early buttercup
Plant_Ranunculus_pinguis	Ranunculus pinguis	Q17841365			
Plant_Ranunculus_serpens	Ranunculus serpens	Q10718163			
Plant_Ranunculus_sp.	Ranunculus sp.				
Plant_Ranunculus_tuberosus	Ranunculus tuberosus	Q49629320			
Plant_Ranunculus_velutinus	Ranunculus velutinus	Q15379362			
Organism_1465	Rapanea melanophloes				
Plant_Rapanea_sp	Rapanea sp	Q15340375	Rapanea spathulata	label	
Plant_Rapanea_spp.	Rapanea spp.				
Organism_9312	Raphanus	Q165507	radish	P1843	radish
Organism_12306	Raphanus spp.				
Organism_23966	Rapifera				
Organism_21132	Ratibida columnaris	Q50864117			
Plant_Rauhia_multiflora	Rauhia multiflora	Q3930512			
Plant_Rauhiella_silvana	Rauhiella silvana	Q15493009			
Plant_Rauvolfia_balansaevar.basicola	Rauvolfia balansaevar.basicola				
Organism_22511	Rauvolfia beddomei	Q109578501			
Organism_5607	Rauvolfia boliviana	Q55945562			
Plant_Rauvolfia_capuronii	Rauvolfia capuronii	Q15373645			
Organism_5612	Rauvolfia chinensis	Q55945586			
Organism_5614	Rauvolfia degeneri	Q109578526			
Organism_5615	Rauvolfia densiflora	Q21310081			
Plant_Rauvolfia_discolor	Rauvolfia discolor				
Organism_5618	Rauvolfia heterophylla	Q50864132			
Organism_5619	Rauvolfia indecora	Q55945651			
Plant_Rauvolfia_leucopoda	Rauvolfia leucopoda	Q98109667			
Organism_5621	Rauvolfia ligustrina	Q15373913			
Plant_Rauvolfia_srpentina	Rauvolfia srpentina				
Plant_Rauwolfia_bahiensis	Rauwolfia bahiensis				
Plant_Rauwolfia_capuroni_Mgf.	Rauwolfia capuroni Mgf.				
Plant_Rauwolfia_media	Rauwolfia media				
Plant_Rauwolfia_obscura	Rauwolfia obscura				
Plant_Rauwolfia_verticillata	Rauwolfia verticillata				
Plant_Rauwolfia_volkensii	Rauwolfia volkensii				
Plant_Ravuvolfia_bahiensis	Ravuvolfia bahiensis				
Organism_21591	Readea membranacea Gillespie.				
Plant_Red_forest_duiker	Red forest duiker	Q541521	Natal duiker	P1843	Natal duiker; Natal Duiker; Natal Red Duiker; Red Forest Duiker; Red Duiker
Plant_Rehmannia	Rehmannia	Q3313262			
Plant_Reineckia_sp.	Reineckia sp.				
Plant_Relbunium_spp.	Relbunium spp.				
Plant_Remijia_spp.	Remijia spp.				
Organism_56950	Renealmia thyrsoidea				
Organism_12314	Reseda crystallina				
Organism_23859	Reseda gredensis				
Organism_25060	Resedaceae	Q156369	mignonette family	P1843	mignonette family
Organism_18713	Restio complanatus	Q39771356			
Organism_18714	Restio tetraphyllus	Q39770650			
Plant_Retama	Retama	Q2699268	bridal broom	P1843	bridal broom
Plant_Retanilla_spp.	Retanilla spp.				
Plant_Rgeum_emodi	Rgeum emodi				
Organism_29873	Rhagodia baccata	Q50861001			
Plant_Rhamnus_crenatus	Rhamnus crenatus				
Plant_Rhaponticum_centauroides	Rhaponticum centauroides	Q15600351			
Plant_Rhaponticum_orientale	Rhaponticum orientale	Q15599896			
Plant_Rhaponticum_sp.	Rhaponticum sp.				
Plant_Rheedia_brasilensis	Rheedia brasilensis				
Organism_26004	Rheedia madruno	Q50864207			
Organism_22502	Rhektophyllum mirabile	Q38470271			
Plant_Rheum_collineanum	Rheum collineanum				
Organism_5517	Rheum cordatum	Q18082937			
Organism_5790	Rheum emodii				
Plant_Rheum_maximoviczii	Rheum maximoviczii				
Organism_18676	Rhinopetalum bucharicum	Q50868475			
Plant_Rhinotropis_nitida	Rhinotropis nitida	Q17468639			
Plant_Rhodanthemum_gayanum	Rhodanthemum gayanum	Q15548942			
Organism_10789	Rhodiola arctica	Q110856508			
Organism_19502	Rhodiola litvinovii				
Organism_14788	Rhodocactus grandifolius	Q106617871			
Organism_21593	Rhododendron cinnabarinum	Q3281106			
Plant_Rhododendron_fauriae	Rhododendron fauriae	Q4395994	Rhododendron fauriei	label	
Plant_Rhododendron_hanceanum	Rhododendron hanceanum	Q15250684			
Plant_Rhododendron_hymenanthus	Rhododendron hymenanthus				
Plant_Rhododendron_kamtschaticum	Rhododendron kamtschaticum	Q87585057			
Plant_Rhododendron_kotschyi	Rhododendron kotschyi	Q110295743			
Plant_Rhododendron_lingii	Rhododendron lingii				
Organism_25355	Rhododendron mariae	Q15247596			
Plant_Rhododendron_parvifolium	Rhododendron parvifolium	Q4395998			
Plant_Rhododendron_scabrifolium	Rhododendron scabrifolium	Q15251350			
Organism_25356	Rhododendron seniavinii	Q11127223			
Organism_6728	Rhododendron speciosum				
Plant_Rhododendron_spiciferum	Rhododendron spiciferum	Q7321169			
Plant_Rhododendron_tolmachevii	Rhododendron tolmachevii	Q21308251			
Plant_Rhododendron_trichanthum	Rhododendron trichanthum	Q15250809			
Organism_4950	Rhus chondroloma	Q15547751			
Plant_Rhus_pontifica	Rhus pontifica				
Organism_23314	Rhus salicifolia	Q111038910			
Plant_Rhus_trichocarpa	Rhus trichocarpa	Q15103155			
Organism_23077	Rhynchosinapis monensis	Q128011160			
Organism_13784	Rhynchotechum parviflorum	Q17708612			
Plant_Rhytidophyllum_onacaense	Rhytidophyllum onacaense	Q15443692			
Plant_Ribes_maximowiczianum	Ribes maximowiczianum	Q11037716			
Plant_Riccardia_jackii	Riccardia jackii	Q17294714			
Organism_30268	Richea	Q2593020			
Organism_30313	Richea continentis	Q7330384	candle heath	P1843	candle heath
Plant_Riella_helicophylla	Riella helicophylla	Q17259784			
Plant_Rigidella_orthantha	Rigidella orthantha	Q39065342			
Plant_Rindera_baldschuanica	Rindera baldschuanica				
Plant_Rinorea_ilicifolia	Rinorea ilicifolia	Q15375576			
Plant_Rivea_spp.	Rivea spp.				
Plant_Robinsonia_berteroi	Robinsonia berteroi	Q15549262			
Plant_Rodiola_algida	Rodiola algida				
Plant_Rodiola_coccinea	Rodiola coccinea				
Plant_Rodiola_crenulata	Rodiola crenulata				
Plant_Rodiola_himalansis	Rodiola himalansis				
Plant_Rodiola_kirilowii	Rodiola kirilowii				
Plant_Rodiola_quadrifida	Rodiola quadrifida				
Plant_Rodiola_sacra	Rodiola sacra				
Plant_Rodiola_subopposita	Rodiola subopposita				
Plant_Rohdea_juparensis	Rohdea juparensis				
Plant_Rohdea_jyunnanensis	Rohdea jyunnanensis				
Plant_Rohdiola_sacra	Rohdiola sacra				
Organism_14735	Rollinia bahiensis	Q5463767			
Organism_23761	Rollinia exalbida	Q15365597			
Plant_Rollinia_muricata	Rollinia muricata				
Organism_57728	Rosa acuminata	Q104912232			
Organism_11596	Rosa gracilipes	Q126327708			
Plant_Rosa_inodora	Rosa inodora	Q15844731			
Organism_751	Rosa mosqueta	Q15546415	Sweet-briar	P1843	Sweet-briar; sweet-briar
Organism_23299	Rosa odorata var. pseudindica	Q11113297			
Organism_55155	Rosa parviflora				
Plant_Roseoformes_subflexibilis	Roseoformes subflexibilis				
Plant_Rotala_floribunda	Rotala floribunda	Q17583553			
Plant_Routaceae	Routaceae				
Organism_23355	Rubia schumannia	Q10934063	Rubia schumanniana	label	
Organism_56501	Rubia sikkimensis	Q15441518			
Plant_Rubus_microphyllus	Rubus microphyllus	Q17248990			
Organism_18814	Rubus taiwanicolus	Q10958140			
Plant_Rubus_trilobus	Rubus trilobus	Q15526043			
