# per-organism common-name source; precedence gbif/ncbi > wikidata > duke
organism_id	scientific_name	common_name	source
Organism_17744	Baeckea frutescens	Shrubby Baeckea	gbif
Organism_46043	Ceratophyllum submersum	Soft Hornwort	gbif
Organism_24683	Clerodendrum trichotomum	Chance Tree	gbif
Organism_622	Cucumis melo	Melon	gbif
Organism_18891	Epimedium grandiflorum var. grandiflorum	large flowered barrenwort	ncbi
Organism_7062	Fagopyrum esculentum	Buckwheat	gbif
Organism_15089	Juniperus scopulorum	Rocky Mountain Juniper	gbif
Organism_24546	Millettia laurentii	Wenge	gbif
Organism_46053	Solanum jamaicense	Jamaican Nightshade	gbif
Organism_6634	Capsella bursa-pastoris	Common Shepherd's Purse	gbif
Organism_2552	Clausena lansium	Chinese clausena	gbif
Organism_44087	Hovenia acerba	Chinese raisin tree	wikidata
Organism_22164	Drosera peltata	mao gao cai	ncbi
Organism_4059	Aconitum napellus	Monk's-hood	gbif
Organism_22937	Balanops australiana	Pimplebark	gbif
Organism_3002	Calophyllum inophyllum	Tamanu	gbif
Organism_2132	Litsea cubeba	Fragrant Litsea	gbif
Organism_19593	Papaver radicatum Rottb.	Arctic poppy	gbif
Organism_3280	Plantago asiatica	Asian plantain	gbif
Organism_1156	Senna sophera	Algarrobilla	gbif
Organism_15305	Thymbra spicata	Thyme Spike	gbif
Organism_2026	Curcuma aromatica	Aromatic Tumeric	gbif
Organism_49896	Heracleum sphondylium subsp. pyrenaicum	Pyrenean hogweed	gbif
Organism_7055	Solanum nigrum	Black Nightshade	gbif
Organism_7075	Actinidia chinensis	Chinese gooseberry	gbif
Organism_5479	Narcissus pseudonarcissus subsp.pseudonarcissus	Daffodil	gbif
Organism_5795	Rheum tanguticum	Chinese rhubarb	gbif
Organism_18762	Alstonia muelleriana Domin	hairy milky pine	gbif
Organism_11714	Daphne genkwa	Chinese daphne	gbif
Organism_22537	Eucalyptus flocktoniae	Flockton's Mallee	gbif
Organism_4615	Morus australis	wild Korean mulberry	gbif
Organism_44239	Quercus mongolica	Mongolian Oak	gbif
Organism_7392	Arachis hypogaea	Peanut	gbif
Organism_44936	Arnica nevadensis	Nevada arnica	gbif
Organism_44405	Bersama swinnyi	Coastal White Ash	gbif
Organism_9278	Cupressus macrocarpa	Monterey Cypress	gbif
Organism_1513	Dodonaea viscosa	Purple Hop-Bush	gbif
Organism_5523	Rheum officinale	Tibetan Rhubarb	gbif
Organism_7914	Vigna angularis	Adzuki Bean	gbif
Organism_2110	Artocarpus heterophyllus	Jackfruit	gbif
Organism_5899	Gymnema sylvestre	miracle fruit	wikidata
Organism_10650	Larix kaempferi	Japanese Larch	gbif
Organism_13102	Paulownia tomentosa	Foxglove-tree	gbif
Organism_17512	Trifolium pannonicum	Hungarian Clover	gbif
Organism_5892	Vicia faba	Broad Bean	gbif
Organism_6246	Alpinia officinarum	Chinese-ginger	gbif
Organism_6248	Alpinia zerumbet	Shell Ginger	gbif
Organism_9773	Dacrydium cupressinum	Red Pine	gbif
Plant_Grindelia_hirsutula	Grindelia hirsutula	hairy gumweed	gbif
Organism_10476	Mirabilis jalapa	Four o'clock	gbif
Organism_4837	Saururus cernuus	lizard's-tail	gbif
Organism_21002	Senecio squalidus	Oxford Ragwort	gbif
Organism_4171	Viscum coloratum	Korean mistletoe	gbif
Organism_13310	Xylopia aethiopica	Ethiopian pepper	gbif
Organism_20224	Hylocomium splendens	Stairstep Moss	gbif
Organism_3063	Magnolia denudata	Lilytree	gbif
Organism_5482	Zanthoxylum ailanthoides	Alianthus-like prickly-ash	gbif
Organism_44928	Agnorhiza bolanderi	Bolander's mule's ears	gbif
Organism_5225	Cananga odorata	Cananga tree	gbif
Organism_9365	Crinum kirkii	Pajama Lily	gbif
Organism_3346	Malva sylvestris	Common Mallow	gbif
Organism_44185	Phedimus kamtschaticus	Kamchatka Stonecrop	gbif
Organism_44050	Sideroxylon cubense	espejuelo	gbif
Organism_15776	Trichosanthes kirilowii	Chinese cucumber	gbif
Organism_9713	Ambrosia artemisiifolia	Ragweed	gbif
Organism_4578	Aralidium pinnatifidum	Plumiera	wikidata
Organism_5553	Atalantia buxifolia	Box-leaved Atalantia	gbif
Organism_45423	Cerinthe minor	Lesser Honeywort	gbif
Plant_Eucalyptus_jenseni	Eucalyptus jenseni	Wandi Ironbark	gbif
Organism_5699	Khaya ivorensis	African Mahogany	gbif
Organism_3125	Smilax glabra	Chinese smilax	gbif
Organism_9863	Aconitum leucostomum	Lucid Monkshood	gbif
Organism_1361	Chrysanthemum morifolium	florist's chrysanthemum	ncbi
Organism_8905	Helichrysum sutherlandii	Mollepelle	gbif
Organism_1364	Mentha suaveolens	Round-leaved Mint	gbif
Organism_23796	Prosopis kuntzei	barba de tigre	ncbi
Organism_23330	Rhododendron mucronulatum	Korean rhododendron	gbif
Organism_17037	Stellaria media	Common Chickweed	gbif
Organism_6782	Toona ciliata	Red Cedar	gbif
Organism_531	Aesculus hippocastanum	Common Horsechestnut	gbif
Organism_45420	Croton gratissimus	Lavender Croton	gbif
Organism_14315	Taxodium mucronatum	Mexican Cypress	gbif
Organism_746	Celastrus orbiculatus	Staff-vine	gbif
Organism_15287	Citrus wilsonii	Ichang lemon	gbif
Organism_3117	Garcinia hanburyi	Hanbury's garcinia	gbif
Organism_26533	Pachycereus pringlei	Cardón Cactus	gbif
Organism_13835	Stenocereus thurberi	Organ Pipe Cactus	gbif
Organism_611	Tectona grandis	Teak	gbif
Organism_2391	Cucurbita maxima	Atlantic Giant Pumpkin	gbif
Organism_32085	Cydonia oblonga Mill.	Common Quince	gbif
Organism_44418	Helichrysum angustifolium	Everlasting	duke
Organism_44407	Lophocereus marginatus	Mexican fence-post cactus	wikidata
Organism_19434	Penstemon secundiflorus	Oneside penstemon	gbif
Organism_44425	Pinus glauca	white spruce	ncbi
Organism_43778	Aruncus dioicus	Buck's-beard	gbif
Organism_44202	Asarum heterotropoides	Manchurian Wild Ginger	gbif
Organism_17072	Euphorbia esula	Hungarian Spurge	gbif
Organism_20383	Hypericum triquetrifolium	Curled-leaved St. John's-wort	gbif
Organism_8733	Lens culinaris	Lentil	gbif
Organism_45949	Maclura cochinchinensis	cockspurthorn	gbif
Organism_11404	Rhodomyrtus tomentosa	Ceylon hill-cherry	gbif
Organism_10712	Aster scaber	edible aster	wikidata
Organism_18404	Benincasa hispida	Chinese preserving-melon	gbif
Organism_4822	Cicer arietinum	Chick Pea	gbif
Organism_46007	Ladeania juncea	rush lemonweed	gbif
Organism_4017	Prunus mume	Chinese Plum	gbif
Organism_45525	Taraxacum platycarpum	Korean Dandelion	gbif
Organism_4651	Aglaia odorata	Chinese Perfume Plant	gbif
Organism_10100	Betula pendula	Silver Birch	gbif
Organism_2952	Diospyros maritima	Malaysian persimmon	gbif
Organism_45175	Fallopia multiflora	Tuber fleeceflower	gbif
Organism_31824	Fritillaria meleagris L.	Fritillary	gbif
Organism_71	Heterotheca inuloides	Mexican Arnica	gbif
Plant_Kumquat	Kumquat	cumquat	wikidata
Organism_8651	Macaranga tanarius	Elephant's Ear	gbif
Organism_46013	Peucedanum graveolens	king desert parsley	ncbi
Organism_16052	Sida cordifolia	Country Mallow	gbif
Organism_2909	Taxus canadensis	Canada yew	gbif
Organism_5789	Zieria smithii	Sandfly Zieria	gbif
Organism_8440	Artemisia cina	Levant wormseed	gbif
Organism_11906	Bruguiera gymnorhiza	Oriental Mangrove	gbif
Organism_19682	Chamaecyparis obtusa var. formosana	Taiwan Yellow Cedar	gbif
Organism_8558	Frullania tamarisci	Tamarisk Scalewort	gbif
Organism_6259	Hedychium coronarium	Butterfly ginger lily	gbif
Organism_8759	Inula japonica	Oriental yellowhead	gbif
Organism_13403	Kadsura heteroclita	South-Asian kadsura	gbif
Organism_14543	Leonurus japonicus	Chinese motherwort	gbif
Organism_3648	Liriodendron tulipifera	Tulip-tree	gbif
Organism_20085	Lycopus europaeus	European Water-horehound	gbif
Organism_45421	Melaleuca rhaphiophylla	Swamp Paperbark	gbif
Organism_5710	Neurolaena lobata	Bushy fleabane	gbif
Organism_9641	Orthosiphon aristatus	Cat's Whiskers	gbif
Organism_16326	Sarcandra glabra	Glabrous Sarcandra Herb	gbif
Organism_1208	Tarchonanthus camphoratus	African Flea Bane	gbif
Organism_22940	Bursaria spinosa	Native Blackthorn	gbif
Organism_16644	Dipterocarpus alatus	hairy-leaf apitong	gbif
Organism_6187	Ipomoea cairica	Mile a minute vine	gbif
Organism_18977	Seriphidium cinum	santonica	gbif
Organism_13759	Centipeda minima	Spreading Sneeze Weed	gbif
Organism_7099	Cocos nucifera	Coconut	gbif
Organism_1352	Petroselinum crispum	garden parsley	gbif
Organism_5698	Sapium sebiferum	candleberry-tree	ncbi
Organism_5297	Strychnos nux-vomica	nux-vomica	gbif
Organism_7907	Alpinia oxyphylla	sharp-leaf galangal	gbif
Organism_4020	Ardisia japonica	Japanese ardisia	gbif
Organism_5359	Cistanche deserticola	desert-broomrape	gbif
Organism_5369	Cistanche tubulosa	Desert hyacinth	wikidata
Organism_1757	Cnidium monnieri	Monnier's snowparsley	gbif
Organism_5036	Erythrina variegata	India coralbean	gbif
Organism_4625	Garcinia cowa	Brindal Berry	gbif
Organism_1621	Ozoroa insignis	cromwo	gbif
Organism_8464	Palafoxia rosea	Rosy Palafox	gbif
Organism_44917	Sesbania punicea	Brasilean Glory Pea	gbif
Organism_46549	Tripolium pannonicum	Sea Aster	gbif
Organism_12592	Agastache rugosa	Korean giant-hyssop	gbif
Organism_44938	Artemisia monogyna	Artemisia maritima subsp. monogyna	wikidata
Organism_44940	Bassia butyracea	Indian-buttertree	ncbi
Organism_11359	Bituminaria bituminosa	Arabian pea	gbif
Organism_44946	Dendrosenecio kilimanjari	Giant Groundsel	gbif
Organism_26352	Jatropha gossypiifolia	Pandou	gbif
Organism_21966	Perityle vaseyi	Vasey's rock daisy	gbif
Organism_44951	Quercus aegilops	Valonia oak	ncbi
Organism_10710	Solanum sisymbriifolium	Red Buffalo-bur	gbif
Organism_3208	Taxus brevifolia	Pacific Yew	gbif
Organism_2380	Theobroma cacao	Cacao	gbif
Organism_4313	Artemisia absinthium	Wormwood	gbif
Organism_2519	Cajanus cajan	Congo-pea	gbif
Organism_1187	Cynara cardunculus	Globe Artichoke	gbif
Organism_15185	Kummerowia striata	Annual Lespedeza	gbif
Organism_1311	Lagerstroemia indica	Common Crape Myrtle	gbif
Organism_2991	Sambucus nigra	Elder	gbif
Organism_43866	Solanum aethiopicum	Chinese scarlet eggplant	gbif
Organism_12607	Glycine tomentella	Peak Downs-clover	gbif
Organism_9697	Ptilidium ciliare	Ciliate Fringewort	gbif
Organism_31946	Solidago canadensis L.	Canada goldenrod	gbif
Organism_21945	Triglochin maritima	Common Arrowgrass	gbif
Organism_4213	Vicia villosa	Fodder Vetch	gbif
Organism_20228	Zanthoxylum monophyllum	Yellow Prickle	gbif
Organism_44791	Citrus aurantiifolia	Egyptian lime	gbif
Organism_6707	Euphorbia fischeriana	Fischer’s spurge	gbif
Organism_7058	Nicotiana sylvestris	Argentine Tobacco	gbif
Organism_5650	Peucedanum praeruptorum	peucedanum	gbif
Organism_11135	Prunella vulgaris	Common Self-heal	gbif
Organism_44138	Aster bellidiastrum	daisy star aster	ncbi
Organism_11628	Crinum asiaticum	Asiatic poisonbulb	gbif
Organism_18334	Cuphea carthagenensis	Colombian Waxweed	gbif
Organism_4628	Digitalis lanata	Grecian Foxglove	gbif
Organism_9909	Equisetum hyemale	Rough Horsetail	gbif
Organism_2130	Lindera umbellata	kuro-moji	ncbi
Organism_5805	Sanguisorba officinalis	Great Burnet	gbif
Organism_1086	Silybum marianum	Milk Thistle	gbif
Organism_2437	Aralia elata	Japanese Angelica-tree	gbif
Organism_4479	Artocarpus altilis	Breadfruit	gbif
Plant_Cephalotaxus_harringtonii	Cephalotaxus harringtonii	Harrington's Plum Yew	gbif
Organism_31147	Alisma Plantago	European water plantain	wikidata
Organism_3997	Anemarrhena asphodeloides	Chih-Mu	duke
Organism_9031	Cocculus diversifolius	snailseed	gbif
Organism_14339	Forsythia viridissima	green-stemmed forsythia	gbif
Organism_7759	Oroxylum indicum	Indian Trumpet Tree	gbif
Organism_1677	Phoenix dactylifera	Date	gbif
Organism_13585	Psilotum nudum	Whisk Fern	gbif
Organism_44385	Sedum forsterianum	rock stonecrop	wikidata
Organism_2857	Stemona tuberosa	stemona	gbif
Organism_2065	Asclepias curassavica	Bloodflower	gbif
Organism_9781	Citrus japonica	Calamondin Orange	gbif
Organism_874	Croton tiglium	Purging Croton	gbif
Organism_48045	Eragrostis curvula	African Love-grass	gbif
Organism_3954	Ipomoea purpurea	Common Morning-glory	gbif
Organism_547	Medicago truncatula	Barrel Clover	gbif
Organism_11965	Melampodium leucanthum	Plains blackfoot	gbif
Organism_11659	Merremia umbellata	hogvine	wikidata
Organism_20551	Parastrephia lepidophylla	tola	wikidata
Organism_7405	Secale cereale L.	Common Rye	gbif
Organism_9037	Stellera chamaejasme	Bloody-root stellera	gbif
Organism_17441	Trifolium apertum	open clover	gbif
Organism_4202	Caesalpinia crista	Gray nicker bean	wikidata
Organism_16710	Clematis chinensis	Chinese clematis	gbif
Organism_981	Erythrina abyssinica	Luckybean Tree	gbif
Organism_12134	Helichrysum nudifolium	Hottentot Tea Everlasting	gbif
Organism_5155	Melissa officinalis	Balm	gbif
Organism_46169	Senecio scandens	Climbing senecio	gbif
Organism_13107	Solanum torvum	Devil's-fig	gbif
Organism_2230	Thevetia peruviana	Luckynut	gbif
Organism_44171	Cardiospermum halicacabum	Balloon vine	gbif
Organism_25600	Dioscoreophyllum cumminsii	serendipity berry	gbif
Organism_6989	Eupatorium cannabinum	Hemp-agrimony	gbif
Organism_5232	Murraya koenigii	Curryleaftree	gbif
Organism_6451	Vigna mungo	Black Gram	gbif
Organism_10745	Zanthoxylum nitidum	shiny-leaf prickly-ash	gbif
Plant_Acca_sellowiana	Acca sellowiana	Feijoa	gbif
Organism_9040	Chelidonium majus	Greater Celandine	gbif
Organism_12236	Empetrum nigrum	black crowberry	gbif
Organism_48058	Isophysis tasmanica	Tasmanian purple-star	gbif
Organism_8134	Ixeris stolonifera A.Gray	Creeping ixeris	gbif
Organism_2063	Ligustrum lucidum	Broadleaf Privet	gbif
Organism_13628	Matteuccia struthiopteris	Ostrich Fern	gbif
Organism_44122	Pouzolzia occidentalis	Coamo River pouzolzsbush	gbif
Organism_3994	Satureja montana	Winter Savory	gbif
Organism_4371	Schisandra sphenanthera	lemonwood	gbif
Organism_44117	Syncolostemon parviflorus	Small-flower Pink Plume	gbif
Organism_8016	Vaccinium myrtillus L.	Bilberry	gbif
Organism_44382	Viguiera cordifolia	heartleaf goldeneye	gbif
Organism_4834	Virola surinamensis	Baboonwood	gbif
Organism_11368	Achillea clypeolata	Balkan Yarrow	gbif
Organism_4301	Bartramia pomiformis	bartramia moss	wikidata
Organism_3976	Boschniakia rossica	northern groundcone	gbif
Organism_23051	Elaeagnus commutata	wolf-willow	gbif
Organism_16865	Euphorbia antiquorum	Malayan spurge tree	gbif
Organism_3091	Euphorbia lathyris	Caper Spurge	gbif
Organism_44146	Halimodendron halodendron	Russian salt-tree	gbif
Organism_21868	Meconopsis napaulensis DC.	Satin Poppy	gbif
Organism_6321	Selinum carvifolium	Selinum carvifolium Crantz (1766)	wikidata
Organism_5136	Sorghum bicolor	Creole Corn	gbif
Organism_44161	Astragalus gummifer	Gum Tragacanth Milkvetch	gbif
Organism_45418	Balanophora involucrata	Alpine Balanophora	gbif
Organism_12932	Canella winterana	Pepper Cinnamon	gbif
Organism_30136	Flindersia brayleyana	Australian maple	gbif
Organism_5185	Marchantia polymorpha	Common Liverwort	gbif
Organism_4245	Ophiopogon japonicus	Dwarf Lily-turf	gbif
Organism_44389	Oxybasis urbica	city goosefoot	gbif
Organism_7224	Palhinhaea cernua	Fairy Christmas Tree	gbif
Organism_3052	Polygala sibirica	Asian milkwort	gbif
Organism_43767	Vitex megapotamica	Vitex montevidensis	wikidata
Organism_7577	Allium ursinum	Ramsons	gbif
Organism_11916	Centaurea nigrescens	Short-fringed Knapweed	gbif
Plant_Dumoria_heckeli	Dumoria heckeli	Dumoria heckelii	wikidata
Organism_45068	Paeonia rockii	Paeonia suffruticosa var. papaveracea	wikidata
Organism_4513	Pinus massoniana	Masson's Pine	gbif
Organism_44123	Serpocaulon triseriale	Angle-vein Fern	gbif
Organism_24866	Sesamum orientale	beniseed	ncbi
Organism_48348	Simmondsia chinensis	goatnut	gbif
Organism_6918	Clausena anisata	False Horsewood	gbif
Organism_3408	Dictamnus dasycarpus	Burning-bush	gbif
Organism_2834	Farfugium japonicum	Leopard plant	gbif
Organism_3372	Ferula communis	Giant Fennel	gbif
Organism_3807	Garcinia multiflora	Manyflower Garcinia	gbif
Organism_6227	Melaleuca leucadendra	Weeping Paperbark	gbif
Organism_7879	Aphanamixis polystachya	Rohituka Tree	gbif
Organism_1126	Artemisia dracunculus	Dragon Wormwood	gbif
Organism_44062	Croton californicus	California croton	gbif
Organism_9301	Mesua ferrea	Ceylon ironwood	gbif
Organism_7116	Prunus cerasus	Dwarf Cherry	gbif
Organism_5590	Ribes rubrum	European Red Currant	gbif
Organism_4784	Actaea racemosa	black snakeroot	gbif
Organism_2908	Chloranthus fortunei	Maiden chloranthus	gbif
Organism_45677	Echinacea pallida	pale purple coneflower	gbif
Organism_16158	Nolina erumpens	Foothill Beargrass	gbif
Organism_16618	Chlorophytum borivilianum	safed musli	gbif
Organism_9045	Gastrodia elata	Cheonma (Tall gastrodia)	gbif
Organism_44090	Malva crispa	Curly Mallow	gbif
Organism_1521	Mandragora autumnalis	mandrake	gbif
Organism_10448	Sinomenium acutum	Orientvine	gbif
Organism_2688	Strychnos spinosa	Spiny Monkey Orange	gbif
Organism_51658	Veratrum album var. fobelianum	white false hellebore	ncbi
Organism_7889	Alhagi maurorum	Camelthorn	gbif
Plant_Cinnamon	Cinnamon	Ceylon cinnamon	ncbi
Organism_2649	Lepidium draba	Heart-pod Hoarycress	gbif
Organism_12400	Pimpinella anisum	Anise Burnet Saxifrage	gbif
Organism_5132	Podocarpus macrophyllus	Buddhist Pine	gbif
Organism_10790	Rhodiola crenulata	da hua hong jing tian	ncbi
Organism_1025	Tephrosia purpurea	Fishpoison	gbif
Organism_50394	Thalictrum minus var. hypoleucum	East Asian low meadow-rue	gbif
Organism_7382	Tithonia diversifolia	Mexican Sunflower	gbif
Organism_4960	Arnica montana	European arnica	gbif
Organism_44601	Basella alba	Spinach	gbif
Organism_8873	Cullen corylifolium	Blackdot	gbif
Organism_18487	Hydrangea macrophylla Ser.	Bigleaf Hydrangea	gbif
Organism_12483	Plumeria rubra	Chelilairangebard	gbif
Organism_4286	Saponaria officinalis	Soapwort	gbif
Organism_2306	Taxus yunnanensis	Yunnan Yew	duke
Organism_5423	Trifolium subterraneum	Subterranean Clover	gbif
Organism_5077	Lycopersicon esculentum Mill.	tomato	ncbi
Organism_22441	Potentilla multifida	Divided cinquefoil	gbif
Organism_19264	Quercus serrata	Jolcham Oak	gbif
Organism_1379	Senna didymobotrya	African Wild Cassia	gbif
Organism_45417	Sextonia rubra	red louro	gbif
Organism_5075	Zanthoxylum simulans	Szechuan Pepper	gbif
Organism_11384	Ageratum conyzoides	White Cap	gbif
Organism_9426	Artabotrys hexapetalus	Climbing Ilang Ilang	gbif
Organism_45343	Artemisia lactiflora	white mugwort	gbif
Organism_5428	Camellia oleifera	Tea-oil Camellia	gbif
Organism_11315	Cassia javanica	Apple Blossom	gbif
Organism_1999	Cymbopogon citratus	Lemongrass	gbif
Organism_12781	Euonymus alatus	winged euonymus	gbif
Organism_15993	Eupatorium fortunei	Chinese eupatorium	gbif
Organism_43915	Fragaria vesca	Wild Strawberry	gbif
Organism_2586	Juncus effusus	Soft Rush	gbif
Organism_4378	Papaver orientale	oriental poppy	gbif
Organism_10138	Primula veris	Cowslip	gbif
Organism_46890	Rhododendron aureum	Yellow-flower rosebay	gbif
Plant_Trifoliate_orange	Trifoliate orange	hardy orange	ncbi
Organism_3722	Balanophora japonica	Japanese Balanophora	gbif
Organism_3466	Daphniphyllum calycinum	Calyx-shaped Tigernanmu	gbif
Organism_2915	Epimedium koreanum	Korean barrenwort	gbif
Organism_32236	Equisetum arvense L.	Field Horsetail	gbif
Organism_31645	Gratiola officinalis L.	Gratiole	gbif
Organism_9477	Montanoa tomentosa	Montanoa	duke
Organism_8113	Polypodium vulgare	Polypody	gbif
Organism_17363	Pulsatilla cernua	Narrow-leaf pasque-flower	gbif
Organism_3243	Teucrium orientale	Oriental germander	gbif
Organism_13407	Typha latifolia	Broad-leaved Cattail	gbif
Organism_1898	Asteraceae	daisy family	ncbi
Organism_21261	Ceanothus velutinus	snowbrush ceanothus	gbif
Organism_1540	Ceriops tagal	rib-fruited yellow mangrove	gbif
Organism_43779	Halimeda macroloba	erect sea cactus	gbif
Organism_2336	Mallotus japonicus	East Asian mallotus	gbif
Organism_22100	Mentha piperita L.var.prilwkskaya	peppermint	ncbi
Organism_2048	Perilla frutescens	Perilla	gbif
Organism_3391	Piper aduncum	Bamboo Piper	gbif
Organism_43862	Premna serratifolia	bastard guelder	gbif
Organism_5958	Sophora tonkinensis	Vietnamese sophora	gbif
Organism_8683	Achyranthes bidentata	Ox Knee	gbif
Organism_3221	Bryonia alba	Eastern White-bryony	gbif
Organism_48365	Carissa spinarum	Num-num	gbif
Organism_11561	Catalpa bignonioides	Indian-bean-tree	gbif
Organism_10694	Chloranthus serratus	Serrate-leaf chloranthus	gbif
Organism_5622	Cotinus coggygria	European smoketree	gbif
Organism_3871	Dipteryx odorata	Dutch tonka-bean	gbif
Organism_2004	Physalis angulata	Angular Winter-cherry	gbif
Organism_6115	Prangos pabularia	prangos	gbif
Organism_3844	Rauvolfia serpentina	Indian Snakeroot	gbif
Organism_6379	Xylocarpus moluccensis	Cannonball mangrove	gbif
Plant_clove	clove	clove	ncbi
Organism_7931	Artemisia scoparia	red-stemmed wormwood	gbif
Organism_46788	Coffea liberica var. dewevrei	excelsa coffee	gbif
Organism_26561	Erythrophleum chlorostachys	Cooktown ironwood	gbif
Organism_5119	Garcinia cambogia	Brindleberry	duke
Organism_43907	Lasianthus fordii	Ford Lasianthus	gbif
Organism_9200	Ligularia dentata	Leopardplant	gbif
Organism_4655	Lotus corniculatus	Common Bird's-foot-trefoil	gbif
Organism_13024	Maclura tricuspidata	Chinese Mulberry	gbif
