# sources (priority): gbif,ncbi
# gbif: https://api.gbif.org/v1 (species/match + vernacularNames); langs=eng
# ncbi: NCBI Taxonomy taxdump (https://ftp.ncbi.nlm.nih.gov/pub/taxonomy/taxdmp.zip)
# retrieved: 2026-08-18
organism_id	scientific_name	chosen_source	display_common_name	gbif_accepted_name	gbif_usageKey	gbif_rank	gbif_matchType	ncbi_taxid	all_common_names
Organism_2658	Catharanthus roseus	gbif	Churchyard Blossom	Catharanthus roseus (L.) G.Don	3169830	SPECIES	EXACT	4058	gbif:eng:Billygoat Weed; gbif:eng:Cape periwinkle; gbif:eng:Cape periwinkle; gbif:eng:Churchyard Blossom; gbif:eng:Madagascar periwinkle; gbif:eng:Madagascar periwinkle; gbif:eng:Madagascar periwinkle; gbif:eng:Madagascar periwinkle; gbif:eng:Madagascar periwinkle, Rose periwinkle, Rosy periwinkle, Cape periwinkle, Old-maid, Pink periwinkle; gbif:eng:Madalena Blanco; gbif:eng:Old Church Blossom; gbif:eng:Old Maids Olleander; gbif:eng:Oldmaid; gbif:eng:Periwinkle; gbif:eng:Tropical Periwinkle; gbif:eng:White Vinca Flower; gbif:eng:bright-eyes; gbif:eng:bright-eyes; gbif:eng:graveyardplant; gbif:eng:graveyardplant; gbif:eng:old-maid; gbif:eng:old-maid; gbif:eng:old-maid-flower; gbif:eng:old-maid-flower; gbif:eng:pink periwinkle; gbif:eng:pink periwinkle; gbif:eng:rose periwinkle; gbif:eng:rose periwinkle; gbif:eng:rosy periwinkle; gbif:eng:rosy periwinkle; gbif:eng:Churchyard Blossom; gbif:eng:Madagascar Periwinkle; gbif:eng:Madagascar periwinkle; gbif:eng:Madalena Blanco; gbif:eng:Old Church Blossom; gbif:eng:Old Maids Olleander; gbif:eng:Periwinkle; gbif:eng:old maid; gbif:eng:red periwinkle; ncbi:-:chatas; ncbi:-:chula; ncbi:-:Madagascar periwinkle; ncbi:-:old-maid; ncbi:-:rosy periwinkle
Organism_2370	Sophora flavescens	gbif	Shrubby sophora	Sophora flavescens Aiton	2959073	SPECIES	EXACT	49840	gbif:eng:Shrubby sophora; gbif:eng:shrubby sophora; gbif:eng:shrubby sophora; gbif:eng:shrubby sophora
Organism_2512	Pisum sativum	gbif	Garden Pea	Pisum sativum L.	5347845	SPECIES	EXACT	3888	gbif:eng:Common Pea; gbif:eng:Field Pea; gbif:eng:Garden Pea; gbif:eng:Garden Pea; gbif:eng:Garden Pea; gbif:eng:Garden pea; gbif:eng:Green Pea; gbif:eng:Pea; gbif:eng:Sugar Pea; gbif:eng:common-pea; gbif:eng:garden pea; gbif:eng:garden-pea; gbif:eng:pea; gbif:eng:pea; gbif:eng:Garden Pea; gbif:eng:garden pea; gbif:eng:sugar pea; ncbi:-:garden pea; ncbi:-:pea; ncbi:-:peas
Organism_2000	Annona squamosa	gbif	Sugar Apple	Annona squamosa L.	5407099	SPECIES	EXACT	301693	gbif:eng:Scopapel; gbif:eng:Sugar Apple; gbif:eng:Sugar apple, Sweetsop; gbif:eng:custard-apple; gbif:eng:custard-apple; gbif:eng:sugar apple; gbif:eng:sugar-apple; gbif:eng:sugar-apple; gbif:eng:sweet sop; gbif:eng:sweetsop; gbif:eng:Sugar Apple; gbif:eng:Scopapel; gbif:eng:sugar apple; ncbi:-:sugar-apple; ncbi:-:sweetsop
Organism_9620	Artemisia argyi	gbif	Chinese mugwort	Artemisia argyi H.Lév. & Vaniot	3120648	SPECIES	EXACT	259893	gbif:eng:Chinese mugwort; gbif:eng:Chinese mugwort; gbif:eng:Silvery Wormwood; gbif:eng:Silvery wormwood
Organism_7145	Piper nigrum	gbif	Black Pepper	Piper nigrum L.	3086357	SPECIES	EXACT	13216	gbif:eng:Black Pepper; gbif:eng:Black pepper; gbif:eng:black pepper; gbif:eng:black pepper; gbif:eng:black pepper; gbif:eng:black pepper; gbif:eng:pepper; gbif:eng:pepper; gbif:eng:white pepper; gbif:eng:white pepper; gbif:eng:white pepper
Organism_21654	Valeriana officinalis var. latifolia	none		Valeriana L.	2888741	GENUS	HIGHERRANK	323659	
Organism_26945	Citrus deliciosa	none		Citrus L.	3190155	GENUS	HIGHERRANK	558547	
Organism_5341	Angelica gigas	gbif	Gigantic Angelica	Angelica gigas Nakai	5537749	SPECIES	EXACT	85712	gbif:eng:Gigantic Angelica; gbif:eng:Korean angelica; gbif:eng:Korean angelica; gbif:eng:Korean angelica; gbif:eng:Korean tanggwi; gbif:eng:Korean tanggwi
Organism_692	Citrus unshiu	ncbi	satsuma mandarin	Citrus L.	3190155	GENUS	HIGHERRANK	55188	ncbi:-:satsuma mandarin; ncbi:-:Satsuma orange
Organism_20979	Chaenomeles sinensis	gbif	Flowering quince	Chaenomeles sinensis (Dum.Cours.) Koehne	3000696	SPECIES	EXACT	36622	gbif:eng:Flowering quince; ncbi:-:Chinese quince
Organism_11242	Hypericum perforatum L.	gbif	Perforate St John's-wort	Hypericum perforatum L.	3189486	SPECIES	EXACT	65561	gbif:eng:Common St. John's Wort; gbif:eng:Common St. John's Wort; gbif:eng:Common St. John's Wort; gbif:eng:Common St. Johnswort; gbif:eng:Common St. Johnswort; gbif:eng:Common St. Johnswort; gbif:eng:Common St. Johnswort; gbif:eng:Common St. Johnswort; gbif:eng:Gammock; gbif:eng:Goatweed; gbif:eng:Goatweed; gbif:eng:Herb-John; gbif:eng:Klamath Weed; gbif:eng:Klamath Weed; gbif:eng:Klamath weed; gbif:eng:Klamath weed; gbif:eng:Klamath weed; gbif:eng:Klamathweed; gbif:eng:Klamathweed; gbif:eng:Klamathweed; gbif:eng:Klamathweed; gbif:eng:Penny-John; gbif:eng:Perforate St John's-wort; gbif:eng:Perforate St John's-wort; gbif:eng:Perforate St John's-wort; gbif:eng:Perforate St John's-wort; gbif:eng:Racecourseweed; gbif:eng:Racecourseweed; gbif:eng:Rosin-Rose; gbif:eng:Saint John's wort; gbif:eng:St. John's Grass; gbif:eng:St. John's Wort; gbif:eng:St. John's Wort; gbif:eng:St. John's wort; gbif:eng:St. John's wort; gbif:eng:St. John's-wort; gbif:eng:St. John's-wort; gbif:eng:St. Johnswort; gbif:eng:St. Johnswort; gbif:eng:St. Johnswort; gbif:eng:St. John’s-wort; gbif:eng:Tiptonweed; gbif:eng:Tiptonweed; gbif:eng:Tiptonweed; gbif:eng:Tiptonweed; gbif:eng:Touch-And-Heal; gbif:eng:common St. John's wort; gbif:eng:common St. John's-wort; gbif:eng:common St. Johnswort; gbif:eng:goatsbeard; gbif:eng:goatweed; gbif:eng:goatweed; gbif:eng:perforate St. John's-wort; gbif:eng:perforate St. John's-wort; gbif:eng:racecourseweed; gbif:eng:racecourseweed; gbif:eng:Perforate St John's-wort; gbif:eng:perforate St. John's-wort; gbif:eng:Common St. John's Wort; gbif:eng:Klamath weed; gbif:eng:Perforate St. John's-Wort; gbif:eng:common St. John's-wort
Organism_4958	Schisandra chinensis	gbif	Chinese magnolia-vine	Schisandra chinensis (Turcz.) Baill.	7696841	SPECIES	EXACT	50507	gbif:eng:Chinese magnolia-vine; gbif:eng:Chinese magnolia-vine; gbif:eng:Five-flavor magnolia vine; gbif:eng:five-flavor-fruit; gbif:eng:five-flavor-fruit; gbif:eng:five-flavour berry; gbif:eng:magnolia-vine; gbif:eng:magnolia-vine; gbif:eng:schisandra; gbif:eng:schisandra; ncbi:-:Chinese magnolia-vine; ncbi:-:wu wei zi
Organism_1964	Psidium guajava	gbif	Guava	Psidium guajava L.	5420380	SPECIES	EXACT	120290	gbif:eng:Guava; gbif:eng:Guava; gbif:eng:Guava Tree; gbif:eng:Guava, Common guava, Yellow guava, Lemon guava; gbif:eng:Guave Tree; gbif:eng:Guyaba; gbif:eng:abas; gbif:eng:common guava; gbif:eng:common guava; gbif:eng:goyavier; gbif:eng:guabang; gbif:eng:guava; gbif:eng:guava; gbif:eng:kautonga; gbif:eng:kuahpa; gbif:eng:lemon guava; gbif:eng:lemon guava; gbif:eng:yellow guava; gbif:eng:yellow guava; gbif:eng:Guava; gbif:eng:Guava Tree; gbif:eng:Guava; gbif:eng:Guave; gbif:eng:Guave Tree; gbif:eng:Guyaba; gbif:eng:guava; ncbi:-:guava
Organism_11220	Curcuma wenyujin	none		Curcuma wenyujin Y.H.Chen & C.Ling	2757546	SPECIES	EXACT	136221	
Organism_18303	Brassica oleracea var. sabauda	gbif	Savoy Cabbage	Brassica oleracea var. sabauda L.	3042857	VARIETY	EXACT	1216010	gbif:eng:Savoy Cabbage; gbif:eng:Savoy cabbage; gbif:eng:Savoy Cabbage
Plant_Chrysanthemum_X_Morifolium	Chrysanthemum X Morifolium	ncbi	florist's chrysanthemum	Plantae	6	KINGDOM	HIGHERRANK	41568	ncbi:-:florist's chrysanthemum; ncbi:-:florist's daisy
Organism_2671	Brucea javanica	gbif	Java brucea	Brucea javanica (L.) Merr.	5555210	SPECIES	EXACT	210348	gbif:eng:Java brucea; gbif:eng:Java brucea; gbif:eng:Macassar kernels; gbif:eng:Macassar kernels
Organism_614	Chrysanthemum indicum	gbif	Indian Chrysanthemum	Chrysanthemum indicum L.	3150814	SPECIES	EXACT	146995	gbif:eng:Indian Chrysanthemum; gbif:eng:Indian chrysanthemum; gbif:eng:Indian chrysanthemum; gbif:eng:Indian dendranthema
Organism_4809	Gardenia jasminoides	gbif	Cape Jasmine	Gardenia jasminoides J.Ellis	5335125	SPECIES	EXACT	114476	gbif:eng:Cape Jasmine; gbif:eng:Cape jasmine; gbif:eng:Cape-jessamine; gbif:eng:Cape-jessamine; gbif:eng:Gargenia; gbif:eng:cape-jasmine; gbif:eng:cape-jasmine; gbif:eng:common gardenia; gbif:eng:danh-danh; gbif:eng:danh-danh; gbif:eng:gardenia; gbif:eng:jasmin; gbif:eng:jasmin
Organism_1847	Azadirachta indica	gbif	Neem Tree	Azadirachta indica A.Juss.	3190474	SPECIES	EXACT	124943	gbif:eng:Indian lilac; gbif:eng:Indian-lilac; gbif:eng:Indian-lilac; gbif:eng:Neem; gbif:eng:Neem; gbif:eng:Neem Tree; gbif:eng:Serowe-Palapye; gbif:eng:neem; gbif:eng:neem; gbif:eng:neem; gbif:eng:neem; gbif:eng:nimtree; gbif:eng:nimtree; gbif:eng:Neem Tree; ncbi:-:Indian-lilac; ncbi:-:margosa; ncbi:-:neem; ncbi:-:neem tree
Organism_2367	Panax notoginseng	gbif	South China ginseng	Panax notoginseng (Burkill) F.H.Chen ex C.H.Chow	8877811	SPECIES	EXACT	44586	gbif:eng:South China ginseng; gbif:eng:notoginseng; gbif:eng:san-qi ginseng; gbif:eng:sanchi ginseng; gbif:eng:tienchi ginseng; ncbi:-:notoginseng; ncbi:-:sanchi ginseng; ncbi:-:san-qi; ncbi:-:tienchi; ncbi:-:tienchi ginseng
Organism_1287	Apium graveolens	gbif	Wild Celery	Apium graveolens L.	5371879	SPECIES	EXACT	4045	gbif:eng:Celery; gbif:eng:Wild Celery; gbif:eng:Wild Celery; gbif:eng:Wild celery; gbif:eng:Wild celery; gbif:eng:celery; gbif:eng:celery; gbif:eng:celery; gbif:eng:wild celery; gbif:eng:wild celery; gbif:eng:wild celery; gbif:eng:wild celery; gbif:eng:Wild Celery; gbif:eng:Wild Celery; gbif:eng:celery; gbif:eng:wild celery; gbif:eng:wild celery
Organism_5277	Ziziphus jujuba	gbif	Chinese jujube	Ziziphus jujuba Mill.	3039423	SPECIES	EXACT	326968	gbif:eng:Chinese jujube; gbif:eng:Chinese jujube; gbif:eng:Chinese-date; gbif:eng:Chinese-date; gbif:eng:Common jujube; gbif:eng:Jujube red date; gbif:eng:common jujube; gbif:eng:common jujube; gbif:eng:jujube; ncbi:-:Chinese jujube; ncbi:-:common jujube; ncbi:-:zao
Plant_common_sunflower	common sunflower	ncbi	common sunflower	Plantae	6	KINGDOM	HIGHERRANK	4232	ncbi:-:common sunflower
Organism_2168	Periploca sepium	gbif	Chinese silk vine	Periploca sepium Bunge	5526185	SPECIES	EXACT	190712	gbif:eng:Chinese silk vine; gbif:eng:Chinese silkvine; gbif:eng:Chinese silkvine
Plant_pomegranate	pomegranate	ncbi	granado	Plantae	6	KINGDOM	HIGHERRANK	22663	ncbi:-:granado; ncbi:-:grenadier; ncbi:-:pomegranate; ncbi:-:shi liu; ncbi:-:zakuro
Organism_9516	Aloe vera	gbif	Aloe	Aloe vera (L.) Burm.f.	2777724	SPECIES	EXACT	34199	gbif:eng:Aloe; gbif:eng:Barbados Aloe; gbif:eng:Barbados Aloes; gbif:eng:Barbados aloe; gbif:eng:Barbados aloe; gbif:eng:Barbados aloe; gbif:eng:Barbados aloe; gbif:eng:Barbados aloe; gbif:eng:Common Aloes; gbif:eng:Curaçao aloe; gbif:eng:Curaçao aloe; gbif:eng:Curaçao aloe; gbif:eng:Indian aloe; gbif:eng:Jaffarabad aloe; gbif:eng:Mediterranean aloe; gbif:eng:West Indian aloe; gbif:eng:West Indian aloe; gbif:eng:West Indian aloe; gbif:eng:aloe vera; gbif:eng:aloe vera; gbif:eng:aloe vera; gbif:eng:burn plant; gbif:eng:coastal aloe; gbif:eng:common aloe; gbif:eng:medicinal aloe; gbif:eng:star cactus; gbif:eng:true aloe; gbif:eng:true aloe; gbif:eng:true aloe; gbif:eng:unguentine cactus; gbif:eng:Aloe; gbif:eng:Barbados Aloes; gbif:eng:Common Aloes; gbif:eng:true aloe; ncbi:-:acibar; ncbi:-:aloe-vera; ncbi:-:babosa
Organism_1746	Allium cepa	gbif	Common Onion	Allium cepa L.	2857697	SPECIES	EXACT	4679	gbif:eng:Garden Onion; gbif:eng:Garden onion; gbif:eng:Onion; gbif:eng:Onion; gbif:eng:Onion; gbif:eng:Onion; gbif:eng:Onion; gbif:eng:Shallot; gbif:eng:Shallot; gbif:eng:Spring Onion; gbif:eng:bulb onion; gbif:eng:common onion; gbif:eng:cultivated onion; gbif:eng:garden onion; gbif:eng:garden onion; gbif:eng:onion; gbif:eng:shallot; gbif:eng:Common Onion; gbif:eng:Onion; gbif:eng:garden onion; gbif:eng:Cultivated Onion; gbif:eng:Shallot; gbif:eng:Spring Onion; gbif:eng:Spring Onion; gbif:eng:cultivated onion; ncbi:-:onion
Organism_693	Citrus sinensis	ncbi	apfelsine	Citrus sinensis (Mill.) Pers., 1806	3190158	SPECIES	EXACT	2711	ncbi:-:apfelsine; ncbi:-:naranja; ncbi:-:navel orange; ncbi:-:sweet orange; ncbi:-:Valencia orange
Organism_5397	Isatis tinctoria	gbif	Woad	Isatis tinctoria L.	5374118	SPECIES	EXACT	161756	gbif:eng:Dyer's Woad; gbif:eng:Dyer's woad; gbif:eng:Dyer’s Woad; gbif:eng:Dyer’s woad; gbif:eng:Woad; gbif:eng:Woad; gbif:eng:Woad; gbif:eng:Woad; gbif:eng:asp-of-Jerusalem; gbif:eng:dyer's woad; gbif:eng:dyer's woad; gbif:eng:dyer's woad; gbif:eng:dyer’s woad; gbif:eng:woad; gbif:eng:woad; gbif:eng:Woad; gbif:eng:dyer's woad; gbif:eng:Asp-of-jerusalem; gbif:eng:asp-of-Jerusalem; ncbi:-:woad
Organism_5850	Nelumbo nucifera	gbif	sacred lotus	Nelumbo nucifera Gaertn.	2882449	SPECIES	EXACT	4432	gbif:eng:Bean of India; gbif:eng:East Indian lotus; gbif:eng:East Indian lotus; gbif:eng:East indian lotus; gbif:eng:Oriental lotus; gbif:eng:Sacred Lotus; gbif:eng:Sacred lotus; gbif:eng:lotus; gbif:eng:lotus; gbif:eng:lotusroot; gbif:eng:lotusroot; gbif:eng:sacred lotus; gbif:eng:sacred lotus; gbif:eng:sacred lotus; gbif:eng:sacred lotus; gbif:eng:oriental lotus; ncbi:-:Indian lotus; ncbi:-:padma; ncbi:-:sacred lotus
Organism_1818	Carthamus tinctorius	gbif	Safflower	Carthamus tinctorius L.	3138327	SPECIES	EXACT	4222	gbif:eng:Dyer's-saffron; gbif:eng:Dyer's-saffron; gbif:eng:False Saffron; gbif:eng:False Saffron; gbif:eng:Safflower; gbif:eng:Safflower; gbif:eng:Safflower; gbif:eng:Safflower; gbif:eng:Safflower; gbif:eng:Safflower; gbif:eng:dyer's-saffron; gbif:eng:dyer's-saffron; gbif:eng:false saffron; gbif:eng:false saffron; gbif:eng:safflower; gbif:eng:safflower; gbif:eng:safflower; gbif:eng:Safflower; gbif:eng:safflower; gbif:eng:safflower; ncbi:-:safflower
Organism_2083	Annona muricata	gbif	Soursop	Annona muricata L.	5407273	SPECIES	EXACT	13337	gbif:eng:Soursop; gbif:eng:Soursop (fruit); gbif:eng:soursop; gbif:eng:soursop; gbif:eng:Soursop; ncbi:-:guanabana; ncbi:-:prickly custard apple; ncbi:-:soursop
Organism_178	Brassica rapa	gbif	Turnip	Brassica rapa L.	7903057	SPECIES	EXACT	3711	gbif:eng:Bargeman's Cabbage; gbif:eng:Bird's Rape; gbif:eng:Bird's Rape; gbif:eng:Birdsrape Mustard; gbif:eng:Birdsrape Mustard; gbif:eng:Bok choy; gbif:eng:Braze; gbif:eng:Colbaga; gbif:eng:Colbaga; gbif:eng:Field Mustard; gbif:eng:Field Mustard; gbif:eng:Field mustard; gbif:eng:Field mustard; gbif:eng:Field mustard; gbif:eng:Horuhoru; gbif:eng:Keha; gbif:eng:Korau; gbif:eng:Kotami; gbif:eng:Mustard Spinach; gbif:eng:Pohata; gbif:eng:Pora; gbif:eng:Powhata; gbif:eng:Rape; gbif:eng:Rape; gbif:eng:Rape; gbif:eng:Rape; gbif:eng:Rape Mustard; gbif:eng:Rape Mustard; gbif:eng:Rearea; gbif:eng:Ruruhau; gbif:eng:Rutabaga; gbif:eng:Tah Tsai; gbif:eng:Tairua; gbif:eng:Taumairangi; gbif:eng:Turnip; gbif:eng:Turnip; gbif:eng:Turnip; gbif:eng:Turnip; gbif:eng:Turnip Rape; gbif:eng:Turnip Rape; gbif:eng:Tyfon; gbif:eng:Tyfon; gbif:eng:Wild Mustard; gbif:eng:Wild Mustard; gbif:eng:Wild Rape; gbif:eng:Wild Rutabaga; gbif:eng:Wild Rutabaga; gbif:eng:Wild Turnip; gbif:eng:Wild Turnip; gbif:eng:bird rape; gbif:eng:bird's rape; gbif:eng:bird's rape; gbif:eng:birdsrape mustard; gbif:eng:colbaga; gbif:eng:colbaga; gbif:eng:field mustard; gbif:eng:field mustard; gbif:eng:rape; gbif:eng:rape mustard; gbif:eng:rape mustard; gbif:eng:turnip; gbif:eng:turnip rape; gbif:eng:tyfon; gbif:eng:tyfon; gbif:eng:wild mustard; gbif:eng:wild mustard; gbif:eng:wild rutabaga; gbif:eng:wild turnip; gbif:eng:wild turnip; gbif:eng:Turnip; gbif:eng:field mustard; gbif:eng:Bargeman's Cabbage; gbif:eng:Bargeman's Cabbage; gbif:eng:Bargeman's Cabbage; gbif:eng:bird's rape; gbif:eng:rape mustard; gbif:eng:wild mustard; gbif:eng:wild turnip; ncbi:-:field mustard
Organism_44801	Cryptomeria japonica var. sinensis	none		Cryptomeria japonica var. sinensis Miquel ex Sieb. & Zucc.	11190393	VARIETY	EXACT	99810	
Organism_5182	Thymus vulgaris	gbif	Common Thyme	Thymus vulgaris L.	5341442	SPECIES	EXACT	49992	gbif:eng:Common Thyme; gbif:eng:English Thyme; gbif:eng:English thyme; gbif:eng:Garden Thyme; gbif:eng:Garden Thyme; gbif:eng:Garden Thyme; gbif:eng:Garden thyme; gbif:eng:Thyme; gbif:eng:common thyme; gbif:eng:common-thyme; gbif:eng:common-thyme; gbif:eng:garden thyme; gbif:eng:garden thyme; gbif:eng:garden-thyme; gbif:eng:garden-thyme; gbif:eng:thyme; gbif:eng:Common Thyme; gbif:eng:Garden Thyme; gbif:eng:English Thyme; gbif:eng:Garden Thyme; gbif:eng:Thyme; gbif:eng:Thyme; ncbi:-:common thyme; ncbi:-:garden thyme; ncbi:-:thyme
Organism_2398	Citrus maxima	gbif	Pomelo	Citrus maxima (Burm.) Merr.	3190160	SPECIES	EXACT	37334	gbif:eng:Shaddock; gbif:eng:pomelo; gbif:eng:pomelo; gbif:eng:pummelo; gbif:eng:pummelo; gbif:eng:pummelo; gbif:eng:pummelo; gbif:eng:shaddock; gbif:eng:shaddock; gbif:eng:shaddock; gbif:eng:Pomelo; ncbi:-:buntan; ncbi:-:pomelo; ncbi:-:pummelo; ncbi:-:shaddock
Organism_2327	Atractylodes lancea	gbif	White atractylodes	Atractylodes lancea (Thunb.) DC.	3122433	SPECIES	EXACT	41486	gbif:eng:White atractylodes; gbif:eng:southern tsangshu; gbif:eng:southern tsangshu
Organism_5766	Curcuma zedoaria	gbif	Zedoary	Curcuma zedoaria (Christm.) Roscoe	2757545	SPECIES	EXACT	136224	gbif:eng:Zedoary; gbif:eng:Zedoary; gbif:eng:zedoary; gbif:eng:zedoary
Organism_1793	Punica granatum	gbif	Pomegranate	Punica granatum L.	5420901	SPECIES	EXACT	22663	gbif:eng:Pomegranate; gbif:eng:Pomegranate; gbif:eng:Pomegranate Tree; gbif:eng:pomegranate; gbif:eng:pomegranate; gbif:eng:pomegranate; gbif:eng:pomegranate; gbif:eng:Pomegranate; gbif:eng:Pomegranate Tree; gbif:eng:Pomegranate; gbif:eng:pomegranate; ncbi:-:granado; ncbi:-:grenadier; ncbi:-:pomegranate; ncbi:-:shi liu; ncbi:-:zakuro
Organism_5876	Syzygium aromaticum	gbif	Clove	Syzygium aromaticum (L.) Merr. & L.M.Perry	3183002	SPECIES	EXACT	219868	gbif:eng:Clove; gbif:eng:clove; gbif:eng:clove; gbif:eng:clove; gbif:eng:cloves; gbif:eng:clovetree; gbif:eng:clovetree; ncbi:-:clove
Plant_potato	potato	ncbi	potatoes	Plantae	6	KINGDOM	HIGHERRANK	4113	ncbi:-:potatoes; ncbi:-:potato
Organism_32088	Prunus avium L.	gbif	Sweet Cherry	Prunus avium (L.) L.	3020791	SPECIES	EXACT	42229	gbif:eng:Bird Cherry; gbif:eng:Bird Cherry; gbif:eng:Gean; gbif:eng:Gean; gbif:eng:Gean Cherry; gbif:eng:Gean, Wild Cherry; gbif:eng:Gean, Wild Cherry; gbif:eng:Mazzard; gbif:eng:Mazzard Cherry; gbif:eng:Mazzard Cherry; gbif:eng:Sweet Cherry; gbif:eng:Sweet Cherry; gbif:eng:Sweet cherry; gbif:eng:Sweet cherry; gbif:eng:Wild Cherry; gbif:eng:Wild Cherry; gbif:eng:Wild Cherry; gbif:eng:bird cherry; gbif:eng:bird cherry; gbif:eng:crab cherry; gbif:eng:gean; gbif:eng:gean; gbif:eng:gean, wild cherry; gbif:eng:mazzard cherry; gbif:eng:mazzard cherry; gbif:eng:sweet cherry; gbif:eng:sweet cherry; gbif:eng:sweet cherry; gbif:eng:wild cherry; gbif:eng:wild cherry; gbif:eng:Sweet Cherry; gbif:eng:Wild Cherry; gbif:eng:sweet cherry; gbif:eng:Bird Cherry; gbif:eng:Crab Cherry; gbif:eng:Crab Cherry; gbif:eng:Gean; gbif:eng:Gean; gbif:eng:Gean Cherry; gbif:eng:Gean Cherry; gbif:eng:Gean Cherry; gbif:eng:Mazzard Cherry; gbif:eng:Wild Cherry; gbif:eng:Wild Cherry; gbif:eng:bird cherry; gbif:eng:crab cherry; gbif:eng:gean; gbif:eng:mazzard cherry; gbif:eng:wild cherry; ncbi:-:gean; ncbi:-:mazzard; ncbi:-:sweet cherry
Organism_5735	Pogostemon cablin	gbif	Patchouli	Pogostemon cablin (Blanco) Benth.	2926672	SPECIES	EXACT	28511	gbif:eng:Patchouli; gbif:eng:patchouli; gbif:eng:patchouli-plant; gbif:eng:patchouli-plant; gbif:eng:patchouly; gbif:eng:patchouly; ncbi:-:patchouli
Organism_7576	Allium sativum	gbif	Garlic	Allium sativum L.	2856681	SPECIES	EXACT	4682	gbif:eng:Cultivated Garlic; gbif:eng:Cultivated Garlic; gbif:eng:Cultivated garlic; gbif:eng:Garlic; gbif:eng:Garlic; gbif:eng:Garlic; gbif:eng:Garlic; gbif:eng:Garlic; gbif:eng:Garlic; gbif:eng:cultivated garlic; gbif:eng:cultivated garlic; gbif:eng:garden garlic; gbif:eng:garlic; gbif:eng:Garlic; gbif:eng:cultivated garlic; gbif:eng:Garden Garlic; gbif:eng:Garden Garlic; gbif:eng:garden garlic; ncbi:-:garlic
Organism_4146	Salvia miltiorrhiza	gbif	Astral Sage	Salvia miltiorrhiza Bunge	7308369	SPECIES	EXACT	226208	gbif:eng:Astral Sage; gbif:eng:Chinese sage; gbif:eng:Chinese salvia; gbif:eng:Chinese salvia; gbif:eng:red sage; gbif:eng:redroot sage; gbif:eng:redroot sage; ncbi:-:Chinese salvia; ncbi:-:dan shen; ncbi:-:redroot sage
Organism_43722	Aconitum carmichaelii	gbif	Autumn Monkshood	Aconitum carmichaelii Debeaux	3033673	SPECIES	EXACT	85363	gbif:eng:Autumn Monkshood; gbif:eng:Azure Monk's-hood; gbif:eng:Azure Monkshood; gbif:eng:Carmichael's Monkshood; gbif:eng:Carmichael's Monkshood; gbif:eng:Carmichael's monkshood; gbif:eng:Carmichael's monkshood; gbif:eng:Chinese aconite; gbif:eng:Common Monkshood; gbif:eng:Japanese aconite; gbif:eng:Japanese aconite; gbif:eng:Sichuan aconite; gbif:eng:Sichuan aconite
Plant_liquorice	liquorice	none		Plantae	6	KINGDOM	HIGHERRANK		
